"model","training_size","success_ratio"
knn|k=5|norm=-1,500,0.830105263158
knn|k=10|norm=-1,500,0.812842105263
prob,500,0.601684210526
knn|k=1|norm=1,500,0.854210526316
knn|k=5|norm=1,500,0.852315789474
knn|k=10|norm=1,500,0.832526315789
knn|k=1|norm=2,500,0.869368421053
knn|k=5|norm=2,500,0.866631578947
knn|k=10|norm=2,500,0.849157894737
knn|k=1|norm=-1,500,0.824421052632
knn|k=5|norm=-1,500,0.831578947368
knn|k=10|norm=-1,500,0.820736842105
prob,500,0.622842105263
knn|k=1|norm=1,500,0.851684210526
knn|k=5|norm=1,500,0.842631578947
knn|k=10|norm=1,500,0.818526315789
knn|k=1|norm=2,500,0.864947368421
knn|k=5|norm=2,500,0.850631578947
knn|k=10|norm=2,500,0.832210526316
knn|k=1|norm=-1,500,0.819894736842
knn|k=5|norm=-1,500,0.825263157895
knn|k=10|norm=-1,500,0.809368421053
prob,1000,0.879888888889
knn|k=1|norm=1,1000,0.894777777778
knn|k=5|norm=1,1000,0.895333333333
knn|k=10|norm=1,1000,0.885333333333
knn|k=1|norm=2,1000,0.904888888889
knn|k=5|norm=2,1000,0.902555555556
knn|k=10|norm=2,1000,0.894222222222
knn|k=1|norm=-1,1000,0.868444444444
knn|k=5|norm=-1,1000,0.872444444444
knn|k=10|norm=-1,1000,0.869444444444
prob,1000,0.843222222222
knn|k=1|norm=1,1000,0.893555555556
knn|k=5|norm=1,1000,0.889888888889
knn|k=10|norm=1,1000,0.878444444444
knn|k=1|norm=2,1000,0.900444444444
knn|k=5|norm=2,1000,0.902222222222
knn|k=10|norm=2,1000,0.891222222222
knn|k=1|norm=-1,1000,0.864111111111
knn|k=5|norm=-1,1000,0.874222222222
knn|k=10|norm=-1,1000,0.866444444444
prob,1000,0.838777777778
knn|k=1|norm=1,1000,0.892666666667
knn|k=5|norm=1,1000,0.889
knn|k=10|norm=1,1000,0.876
knn|k=1|norm=2,1000,0.900666666667
knn|k=5|norm=2,1000,0.897555555556
knn|k=10|norm=2,1000,0.888
knn|k=1|norm=-1,1000,0.863888888889
knn|k=5|norm=-1,1000,0.870333333333
knn|k=10|norm=-1,1000,0.858555555556
prob,1000,0.873666666667
knn|k=1|norm=1,1000,0.890444444444
knn|k=5|norm=1,1000,0.889666666667
knn|k=10|norm=1,1000,0.879555555556
knn|k=1|norm=2,1000,0.900111111111
knn|k=5|norm=2,1000,0.899666666667
knn|k=10|norm=2,1000,0.886888888889
knn|k=1|norm=-1,1000,0.861777777778
knn|k=5|norm=-1,1000,0.866666666667
knn|k=10|norm=-1,1000,0.860666666667
prob,1000,0.867444444444
knn|k=1|norm=1,1000,0.891555555556
knn|k=5|norm=1,1000,0.888888888889
knn|k=10|norm=1,1000,0.876222222222
knn|k=1|norm=2,1000,0.901666666667
knn|k=5|norm=2,1000,0.897111111111
knn|k=10|norm=2,1000,0.884888888889
knn|k=1|norm=-1,1000,0.868333333333
knn|k=5|norm=-1,1000,0.873666666667
knn|k=10|norm=-1,1000,0.865
prob,1000,0.879555555556
knn|k=1|norm=1,1000,0.894444444444
knn|k=5|norm=1,1000,0.894888888889
knn|k=10|norm=1,1000,0.882666666667
knn|k=1|norm=2,1000,0.904111111111
knn|k=5|norm=2,1000,0.902
knn|k=10|norm=2,1000,0.892444444444
knn|k=1|norm=-1,1000,0.868111111111
knn|k=5|norm=-1,1000,0.870333333333
knn|k=10|norm=-1,1000,0.861444444444
prob,1000,0.822333333333
knn|k=1|norm=1,1000,0.881111111111
knn|k=5|norm=1,1000,0.881666666667
knn|k=10|norm=1,1000,0.864555555556
knn|k=1|norm=2,1000,0.891888888889
knn|k=5|norm=2,1000,0.889444444444
knn|k=10|norm=2,1000,0.871
knn|k=1|norm=-1,1000,0.860777777778
knn|k=5|norm=-1,1000,0.859111111111
knn|k=10|norm=-1,1000,0.843333333333
prob,1000,0.886555555556
knn|k=1|norm=1,1000,0.888444444444
knn|k=5|norm=1,1000,0.892
knn|k=10|norm=1,1000,0.886
knn|k=1|norm=2,1000,0.901222222222
knn|k=5|norm=2,1000,0.903333333333
knn|k=10|norm=2,1000,0.892444444444
knn|k=1|norm=-1,1000,0.869777777778
knn|k=5|norm=-1,1000,0.872444444444
knn|k=10|norm=-1,1000,0.865
prob,1000,0.811
knn|k=1|norm=1,1000,0.891
knn|k=5|norm=1,1000,0.890888888889
knn|k=10|norm=1,1000,0.879666666667
knn|k=1|norm=2,1000,0.904111111111
knn|k=5|norm=2,1000,0.896666666667
knn|k=10|norm=2,1000,0.890333333333
knn|k=1|norm=-1,1000,0.872444444444
knn|k=5|norm=-1,1000,0.878888888889
knn|k=10|norm=-1,1000,0.875333333333
prob,1000,0.870777777778
knn|k=1|norm=1,1000,0.886777777778
knn|k=5|norm=1,1000,0.883222222222
knn|k=10|norm=1,1000,0.865444444444
knn|k=1|norm=2,1000,0.898111111111
knn|k=5|norm=2,1000,0.897
knn|k=10|norm=2,1000,0.878333333333
knn|k=1|norm=-1,1000,0.867555555556
knn|k=5|norm=-1,1000,0.870666666667
knn|k=10|norm=-1,1000,0.854777777778
prob,2000,0.917875
knn|k=1|norm=1,2000,0.9155
knn|k=5|norm=1,2000,0.91575
knn|k=10|norm=1,2000,0.9055
knn|k=1|norm=2,2000,0.92325
knn|k=5|norm=2,2000,0.922875
knn|k=10|norm=2,2000,0.916
knn|k=1|norm=-1,2000,0.89825
knn|k=5|norm=-1,2000,0.906875
knn|k=10|norm=-1,2000,0.899
prob,2000,0.898
knn|k=1|norm=1,2000,0.915875
knn|k=5|norm=1,2000,0.91775
knn|k=10|norm=1,2000,0.911375
knn|k=1|norm=2,2000,0.921625
knn|k=5|norm=2,2000,0.9245
knn|k=10|norm=2,2000,0.9185
knn|k=1|norm=-1,2000,0.8985
knn|k=5|norm=-1,2000,0.900625
knn|k=10|norm=-1,2000,0.89725
prob,2000,0.907625
knn|k=1|norm=1,2000,0.915375
knn|k=5|norm=1,2000,0.921875
knn|k=10|norm=1,2000,0.91275
knn|k=1|norm=2,2000,0.923875
knn|k=5|norm=2,2000,0.926875
knn|k=10|norm=2,2000,0.9195
knn|k=1|norm=-1,2000,0.891
knn|k=5|norm=-1,2000,0.9035
knn|k=10|norm=-1,2000,0.8945
prob,2000,0.90475
knn|k=1|norm=1,2000,0.9235
knn|k=5|norm=1,2000,0.920125
knn|k=10|norm=1,2000,0.917125
knn|k=1|norm=2,2000,0.931375
knn|k=5|norm=2,2000,0.93025
knn|k=10|norm=2,2000,0.921625
knn|k=1|norm=-1,2000,0.90125
knn|k=5|norm=-1,2000,0.90775
knn|k=10|norm=-1,2000,0.90175
prob,2000,0.922
knn|k=1|norm=1,2000,0.91375
knn|k=5|norm=1,2000,0.91575
knn|k=10|norm=1,2000,0.910125
knn|k=1|norm=2,2000,0.922
knn|k=5|norm=2,2000,0.9195
knn|k=10|norm=2,2000,0.913375
knn|k=1|norm=-1,2000,0.889125
knn|k=5|norm=-1,2000,0.900125
knn|k=10|norm=-1,2000,0.8905
prob,2000,0.9075
knn|k=1|norm=1,2000,0.921875
knn|k=5|norm=1,2000,0.92825
knn|k=10|norm=1,2000,0.919625
knn|k=1|norm=2,2000,0.93175
knn|k=5|norm=2,2000,0.933625
knn|k=10|norm=2,2000,0.926125
knn|k=1|norm=-1,2000,0.901375
knn|k=5|norm=-1,2000,0.90975
knn|k=10|norm=-1,2000,0.903375
prob,2000,0.904625
knn|k=1|norm=1,2000,0.921625
knn|k=5|norm=1,2000,0.921125
knn|k=10|norm=1,2000,0.913375
knn|k=1|norm=2,2000,0.928375
knn|k=5|norm=2,2000,0.92825
knn|k=10|norm=2,2000,0.921
knn|k=1|norm=-1,2000,0.899
knn|k=5|norm=-1,2000,0.90325
knn|k=10|norm=-1,2000,0.898875
prob,2000,0.924
knn|k=1|norm=1,2000,0.912375
knn|k=5|norm=1,2000,0.91625
knn|k=10|norm=1,2000,0.9065
knn|k=1|norm=2,2000,0.92475
knn|k=5|norm=2,2000,0.923375
knn|k=10|norm=2,2000,0.91325
knn|k=1|norm=-1,2000,0.8995
knn|k=5|norm=-1,2000,0.9005
knn|k=10|norm=-1,2000,0.892625
prob,2000,0.931
knn|k=1|norm=1,2000,0.919
knn|k=5|norm=1,2000,0.922875
knn|k=10|norm=1,2000,0.91425
knn|k=1|norm=2,2000,0.926
knn|k=5|norm=2,2000,0.928875
knn|k=10|norm=2,2000,0.924
knn|k=1|norm=-1,2000,0.89675
knn|k=5|norm=-1,2000,0.911
knn|k=10|norm=-1,2000,0.902625
prob,2000,0.924
knn|k=1|norm=1,2000,0.918375
knn|k=5|norm=1,2000,0.915
knn|k=10|norm=1,2000,0.911125
knn|k=1|norm=2,2000,0.924
knn|k=5|norm=2,2000,0.927375
knn|k=10|norm=2,2000,0.915375
knn|k=1|norm=-1,2000,0.896625
knn|k=5|norm=-1,2000,0.902625
knn|k=10|norm=-1,2000,0.895375
prob,5000,0.9222
knn|k=1|norm=1,5000,0.9408
knn|k=5|norm=1,5000,0.942
knn|k=10|norm=1,5000,0.936
knn|k=1|norm=2,5000,0.9442
knn|k=5|norm=2,5000,0.9476
knn|k=10|norm=2,5000,0.941
knn|k=1|norm=-1,5000,0.9246
knn|k=5|norm=-1,5000,0.93
knn|k=10|norm=-1,5000,0.923
prob,5000,0.939
knn|k=1|norm=1,5000,0.9408
knn|k=5|norm=1,5000,0.9426
knn|k=10|norm=1,5000,0.937
knn|k=1|norm=2,5000,0.9476
knn|k=5|norm=2,5000,0.9476
knn|k=10|norm=2,5000,0.943
knn|k=1|norm=-1,5000,0.9266
knn|k=5|norm=-1,5000,0.9322
knn|k=10|norm=-1,5000,0.923
prob,5000,0.9362
knn|k=1|norm=1,5000,0.9414
knn|k=5|norm=1,5000,0.9418
knn|k=10|norm=1,5000,0.9354
knn|k=1|norm=2,5000,0.947
knn|k=5|norm=2,5000,0.9472
knn|k=10|norm=2,5000,0.942
knn|k=1|norm=-1,5000,0.9232
knn|k=5|norm=-1,5000,0.9282
knn|k=10|norm=-1,5000,0.9266
prob,5000,0.9336
knn|k=1|norm=1,5000,0.944
knn|k=5|norm=1,5000,0.9452
knn|k=10|norm=1,5000,0.9386
knn|k=1|norm=2,5000,0.9492
knn|k=5|norm=2,5000,0.9496
knn|k=10|norm=2,5000,0.9468
knn|k=1|norm=-1,5000,0.9342
knn|k=5|norm=-1,5000,0.9372
knn|k=10|norm=-1,5000,0.928
prob,5000,0.9384
knn|k=1|norm=1,5000,0.9438
knn|k=5|norm=1,5000,0.9424
knn|k=10|norm=1,5000,0.937
knn|k=1|norm=2,5000,0.948
knn|k=5|norm=2,5000,0.9466
knn|k=10|norm=2,5000,0.945
knn|k=1|norm=-1,5000,0.9212
knn|k=5|norm=-1,5000,0.931
knn|k=10|norm=-1,5000,0.9254
prob,5000,0.9334
knn|k=1|norm=1,5000,0.9396
knn|k=5|norm=1,5000,0.9406
knn|k=10|norm=1,5000,0.935
knn|k=1|norm=2,5000,0.943
knn|k=5|norm=2,5000,0.9456
knn|k=10|norm=2,5000,0.9404
knn|k=1|norm=-1,5000,0.9196
knn|k=5|norm=-1,5000,0.9296
knn|k=10|norm=-1,5000,0.9256
prob,5000,0.9302
knn|k=1|norm=1,5000,0.9404
knn|k=5|norm=1,5000,0.9408
knn|k=10|norm=1,5000,0.9366
knn|k=1|norm=2,5000,0.946
knn|k=5|norm=2,5000,0.9474
knn|k=10|norm=2,5000,0.9412
knn|k=1|norm=-1,5000,0.9242
knn|k=5|norm=-1,5000,0.928
knn|k=10|norm=-1,5000,0.9216
prob,5000,0.9392
knn|k=1|norm=1,5000,0.9392
knn|k=5|norm=1,5000,0.9442
knn|k=10|norm=1,5000,0.9426
knn|k=1|norm=2,5000,0.9428
knn|k=5|norm=2,5000,0.95
knn|k=10|norm=2,5000,0.95
knn|k=1|norm=-1,5000,0.9292
knn|k=5|norm=-1,5000,0.9348
knn|k=10|norm=-1,5000,0.9282
prob,5000,0.9228
knn|k=1|norm=1,5000,0.9464
knn|k=5|norm=1,5000,0.9472
knn|k=10|norm=1,5000,0.9376
knn|k=1|norm=2,5000,0.951
knn|k=5|norm=2,5000,0.949
knn|k=10|norm=2,5000,0.9404
knn|k=1|norm=-1,5000,0.9248
knn|k=5|norm=-1,5000,0.9332
knn|k=10|norm=-1,5000,0.928
prob,5000,0.9296
knn|k=1|norm=1,5000,0.9404
knn|k=5|norm=1,5000,0.9428
knn|k=10|norm=1,5000,0.9374
knn|k=1|norm=2,5000,0.9454
knn|k=5|norm=2,5000,0.9468
knn|k=10|norm=2,5000,0.944
knn|k=1|norm=-1,5000,0.9204
knn|k=5|norm=-1,5000,0.9298
knn|k=10|norm=-1,5000,0.9208
