"model","training_size","success_ratio"
knn|k=1|norm=2,2000,0.92125
knn|k=5|norm=2,2000,0.921625
knn|k=10|norm=2,2000,0.919625
knn|k=1|norm=-1,2000,0.891875
knn|k=5|norm=-1,2000,0.902375
knn|k=10|norm=-1,2000,0.89925
prob,2000,0.912875
knn|k=1|norm=1,2000,0.914625
knn|k=5|norm=1,2000,0.92425
knn|k=10|norm=1,2000,0.919625
knn|k=1|norm=2,2000,0.922625
knn|k=5|norm=2,2000,0.927375
knn|k=10|norm=2,2000,0.9235
knn|k=1|norm=-1,2000,0.892875
knn|k=5|norm=-1,2000,0.908375
knn|k=10|norm=-1,2000,0.900125
prob,2000,0.917125
knn|k=1|norm=1,2000,0.909125
knn|k=5|norm=1,2000,0.913875
knn|k=10|norm=1,2000,0.909375
knn|k=1|norm=2,2000,0.913125
knn|k=5|norm=2,2000,0.9175
knn|k=10|norm=2,2000,0.918375
knn|k=1|norm=-1,2000,0.888875
knn|k=5|norm=-1,2000,0.903125
knn|k=10|norm=-1,2000,0.899
prob,2000,0.92075
knn|k=1|norm=1,2000,0.911625
knn|k=5|norm=1,2000,0.920125
knn|k=10|norm=1,2000,0.90975
knn|k=1|norm=2,2000,0.918625
knn|k=5|norm=2,2000,0.923625
knn|k=10|norm=2,2000,0.91475
knn|k=1|norm=-1,2000,0.889125
knn|k=5|norm=-1,2000,0.9035
knn|k=10|norm=-1,2000,0.897
prob,2000,0.916375
knn|k=1|norm=1,2000,0.910875
knn|k=5|norm=1,2000,0.914
knn|k=10|norm=1,2000,0.90775
knn|k=1|norm=2,2000,0.918
knn|k=5|norm=2,2000,0.91775
knn|k=10|norm=2,2000,0.910875
knn|k=1|norm=-1,2000,0.888625
knn|k=5|norm=-1,2000,0.89625
knn|k=10|norm=-1,2000,0.890375
prob,5000,0.927
knn|k=1|norm=1,5000,0.9394
knn|k=5|norm=1,5000,0.943
knn|k=10|norm=1,5000,0.9388
knn|k=1|norm=2,5000,0.9428
knn|k=5|norm=2,5000,0.9468
knn|k=10|norm=2,5000,0.9426
knn|k=1|norm=-1,5000,0.923
knn|k=5|norm=-1,5000,0.9306
knn|k=10|norm=-1,5000,0.9268
prob,5000,0.929
knn|k=1|norm=1,5000,0.9352
knn|k=5|norm=1,5000,0.9412
knn|k=10|norm=1,5000,0.937
knn|k=1|norm=2,5000,0.9394
knn|k=5|norm=2,5000,0.9446
knn|k=10|norm=2,5000,0.942
knn|k=1|norm=-1,5000,0.9216
knn|k=5|norm=-1,5000,0.9296
knn|k=10|norm=-1,5000,0.9268
prob,5000,0.933
knn|k=1|norm=1,5000,0.9322
knn|k=5|norm=1,5000,0.9338
knn|k=10|norm=1,5000,0.9332
knn|k=1|norm=2,5000,0.938
knn|k=5|norm=2,5000,0.9416
knn|k=10|norm=2,5000,0.9356
knn|k=1|norm=-1,5000,0.9168
knn|k=5|norm=-1,5000,0.9282
knn|k=10|norm=-1,5000,0.9234
prob,5000,0.922
knn|k=1|norm=1,5000,0.9352
knn|k=5|norm=1,5000,0.945
knn|k=10|norm=1,5000,0.9362
knn|k=1|norm=2,5000,0.9392
knn|k=5|norm=2,5000,0.9456
knn|k=10|norm=2,5000,0.9392
knn|k=1|norm=-1,5000,0.9172
knn|k=5|norm=-1,5000,0.9304
knn|k=10|norm=-1,5000,0.929
prob,5000,0.9258
knn|k=1|norm=1,5000,0.933
knn|k=5|norm=1,5000,0.9432
knn|k=10|norm=1,5000,0.9372
knn|k=1|norm=2,5000,0.9406
knn|k=5|norm=2,5000,0.9442
knn|k=10|norm=2,5000,0.9426
knn|k=1|norm=-1,5000,0.9214
knn|k=5|norm=-1,5000,0.932
knn|k=10|norm=-1,5000,0.9274
prob,5000,0.9228
knn|k=1|norm=1,5000,0.9304
knn|k=5|norm=1,5000,0.9388
knn|k=10|norm=1,5000,0.9326
knn|k=1|norm=2,5000,0.9372
knn|k=5|norm=2,5000,0.9418
knn|k=10|norm=2,5000,0.935
knn|k=1|norm=-1,5000,0.9204
knn|k=5|norm=-1,5000,0.925
knn|k=10|norm=-1,5000,0.9196
prob,5000,0.9256
knn|k=1|norm=1,5000,0.9322
knn|k=5|norm=1,5000,0.9396
knn|k=10|norm=1,5000,0.9356
knn|k=1|norm=2,5000,0.941
knn|k=5|norm=2,5000,0.9454
knn|k=10|norm=2,5000,0.9394
knn|k=1|norm=-1,5000,0.9208
knn|k=5|norm=-1,5000,0.9288
knn|k=10|norm=-1,5000,0.9274
prob,5000,0.9248
knn|k=1|norm=1,5000,0.932
knn|k=5|norm=1,5000,0.9406
knn|k=10|norm=1,5000,0.9334
knn|k=1|norm=2,5000,0.9378
knn|k=5|norm=2,5000,0.9434
knn|k=10|norm=2,5000,0.9352
knn|k=1|norm=-1,5000,0.92
knn|k=5|norm=-1,5000,0.9294
knn|k=10|norm=-1,5000,0.924
prob,5000,0.9276
knn|k=1|norm=1,5000,0.9328
knn|k=5|norm=1,5000,0.9434
knn|k=10|norm=1,5000,0.937
knn|k=1|norm=2,5000,0.9412
knn|k=5|norm=2,5000,0.9482
knn|k=10|norm=2,5000,0.9424
knn|k=1|norm=-1,5000,0.9204
knn|k=5|norm=-1,5000,0.9336
knn|k=10|norm=-1,5000,0.927
prob,5000,0.928
knn|k=1|norm=1,5000,0.936
knn|k=5|norm=1,5000,0.9426
knn|k=10|norm=1,5000,0.9382
knn|k=1|norm=2,5000,0.9408
knn|k=5|norm=2,5000,0.9472
knn|k=10|norm=2,5000,0.9412
knn|k=1|norm=-1,5000,0.9214
knn|k=5|norm=-1,5000,0.9334
knn|k=10|norm=-1,5000,0.9284
